CPO	REF	LAT NAP	LON NAP	LAT OSM	LON OSM	DIST (m)	LOCATION
GLP	PNI-00015	39.3608970	-9.3800680	39.3608887	-9.3799782	7.78	surface
HLX	OER-00264	38.7254830	-9.2165670	38.7255241	-9.2164947	7.76	underground
GLP	LRA-00138	39.7493060	-8.8028380	39.7493486	-8.8027661	7.76	surface
EDP	PRT-00033	41.1456600	-8.6298660	41.1457295	-8.6298734	7.75	underground
EDP	OHP-00023	40.3620530	-7.8587770	40.3620203	-7.8588578	7.75	surface
GLP	AZB-00025	39.1227150	-8.9075960	39.1226895	-8.9076796	7.75	surface
EDP	STB-80007	38.5229530	-8.8905190	38.5229073	-8.8904518	7.75	surface
TRK	OLH-00025	37.0343100	-7.8330550	37.0343273	-7.8331395	7.74	surface
REP	LOU-00019	41.2637140	-8.2868460	41.2636455	-8.2868621	7.73	surface
EDP	OER-00237	38.7214470	-9.2160410	38.7214420	-9.2161298	7.72	surface
EDP	CSC-00130	38.7039640	-9.3966490	38.7040334	-9.3966456	7.72	underground
PLG	TMR-00008	39.6006800	-8.4142060	39.6007381	-8.4142553	7.72	surface
EVC	BCL-00038	41.5364040	-8.6098350	41.5363347	-8.6098314	7.71	surface
GLP	PBL-00031	40.0119630	-8.5998790	40.0120086	-8.5999472	7.71	surface
FCT	CBR-00121	40.2011340	-8.4307940	40.2012007	-8.4307692	7.71	surface
REP	ABT-00036	39.4723050	-8.1957230	39.4723404	-8.1957998	7.68	surface
HLX	SEI-00018	40.4068450	-7.7088220	40.4068087	-7.7088991	7.68	surface
EDP	ETR-00010	40.7553500	-8.5364900	40.7552851	-8.5364590	7.67	surface
FCT	EVR-00078	38.5492320	-7.9075146	38.5491631	-7.9075180	7.67	surface
EDP	CBR-00153	40.2039570	-8.4035900	40.2038914	-8.4035625	7.66	surface
GLP	VFX-00044	38.9589580	-8.9869590	38.9589630	-8.9868707	7.66	surface
GLP	ALM-00030	38.6576700	-9.1600100	38.6576149	-9.1600628	7.65	surface
ATL	CTX-80001	39.1594400	-8.7881880	39.1594409	-8.7882766	7.64	surface
GLP	LOU-00011	41.2710700	-8.2846500	41.2710051	-8.2846800	7.64	surface
GLP	LSB-00466	38.7794000	-9.1260230	38.7794633	-9.1260571	7.63	surface
IBD	LLE-00232	37.0460200	-8.0452980	37.0460885	-8.0453009	7.62	surface
ATL	CBR-00116	40.2353300	-8.4164800	40.2353531	-8.4165644	7.61	surface
GLP	LSB-00321	38.7039450	-9.1740950	38.7039314	-9.1740092	7.60	underground
HRZ	NLS-00006	40.5391400	-7.8555760	40.5390733	-7.8555953	7.59	surface
EDP	CSC-00574	38.7293700	-9.4160180	38.7293819	-9.4159318	7.59	surface
ATL	PRT-80080	41.1589430	-8.6440700	41.1589044	-8.6439952	7.59	surface
GLP	VNG-00078	41.1357200	-8.6184400	41.1357876	-8.6184522	7.59	underground
EDP	STB-90006	38.5231200	-8.8949585	38.5230952	-8.8948773	7.58	surface
GLP	TVD-00095	39.1771100	-9.2732030	39.1771604	-9.2732622	7.58	surface
GLP	ASL-00030	38.5155800	-8.5848300	38.5155120	-8.5848249	7.57	surface
ATL	TRF-80001	41.3365550	-8.5574170	41.3365004	-8.5574712	7.57	surface
SEG	VPV-00008	38.7313350	-27.0648600	38.7314030	-27.0648563	7.57	surface
TRK	BRR-00042	38.6565440	-9.0685920	38.6564896	-9.0685397	7.56	surface
GLP	LSB-01019	38.7684170	-9.0970830	38.7684740	-9.0971306	7.56	underground
EDP	GMR-00042	41.4312600	-8.3018290	41.4311926	-8.3018411	7.56	surface
GLP	VFR-00046	40.9955060	-8.5683750	40.9955344	-8.5684568	7.56	surface
GLG	VLG-00017	41.1941030	-8.5165480	41.1941494	-8.5164823	7.54	surface
GLP	ALM-00018	38.6621600	-9.2015200	38.6621788	-9.2016032	7.52	surface
EDP	TVR-90005	37.1316700	-7.6417210	37.1316753	-7.6418055	7.51	surface
EVC	AVV-00011	41.8510670	-8.4235970	41.8510118	-8.4236493	7.51	surface
REP	STR-00044	39.2211600	-8.6986000	39.2211778	-8.6986841	7.51	surface
EDP	GRD-00053	40.5309700	-7.2634920	40.5310224	-7.2635476	7.49	surface
REP	MGR-00021	39.7454500	-8.8905700	39.7455170	-8.8905767	7.47	surface
GLP	ABF-00043	37.0930750	-8.1785930	37.0930907	-8.1786749	7.47	surface
IOY	ADV-00018	37.5363270	-8.1829240	37.5363814	-8.1829737	7.47	surface
IHM	SLV-00034	37.1008640	-8.3558700	37.1008116	-8.3558174	7.46	surface
GLP	MTS-00098	41.1811870	-8.6560200	41.1812535	-8.6560320	7.46	underground
GLP	PTM-90008	37.1363680	-8.5348500	37.1364305	-8.5348195	7.46	surface
PLG	MTA-00002	38.6557100	-9.0348220	38.6557308	-9.0349036	7.45	surface
EDP	PRT-00089	41.1700200	-8.6669100	41.1700777	-8.6668648	7.45	surface
EDP	AMT-90005	41.2499500	-8.1933910	41.2499411	-8.1934793	7.45	surface
EDP	AGB-00002	40.8571400	-7.5067910	40.8570734	-7.5068002	7.45	surface
EDP	TVD-90004	39.0879480	-9.2628000	39.0879529	-9.2627140	7.44	surface
EDP	VNG-00017	41.0573040	-8.5664320	41.0572722	-8.5663539	7.44	surface
REP	LSB-00552	38.7578850	-9.1595520	38.7579267	-9.1596191	7.44	surface
EDP	VNG-90011	41.1291770	-8.6145400	41.1291450	-8.6146180	7.44	surface
GLP	AJT-00036	37.9236500	-8.2420700	37.9236911	-8.2421368	7.43	surface
EML	LSB-00396	38.7492400	-9.1494700	38.7492160	-9.1495498	7.42	surface
EDP	GMR-00092	41.4485050	-8.3426590	41.4485691	-8.3426346	7.41	surface
EDP	ARC-90001	40.9298320	-8.2482140	40.9297791	-8.2481605	7.40	surface
HRZ	LSB-00681	38.7421500	-9.1460980	38.7420980	-9.1461512	7.40	underground
FCT	MTJ-00110	38.6827850	-8.6058270	38.6828039	-8.6057453	7.40	surface
HRZ	VNH-90001	41.8348400	-7.0024830	41.8347849	-7.0024330	7.40	surface
HRZ	VNF-00017	41.4102400	-8.5189400	41.4102052	-8.5188647	7.38	surface
HLX	VNF-00015	41.4119830	-8.5136120	41.4119192	-8.5135878	7.38	surface
REP	STR-00043	39.2211700	-8.6986000	39.2211821	-8.6986841	7.37	surface
ATL	LRS-80024	38.7852330	-9.1241830	38.7852436	-9.1240991	7.37	surface
EDP	AJZ-90001	37.4346280	-8.7687080	37.4346502	-8.7686294	7.37	surface
MOO	SEI-00010	40.4299000	-7.7161660	40.4299019	-7.7162529	7.36	surface
HLX	PRT-00255	41.1458200	-8.6242120	41.1458833	-8.6241864	7.36	surface
ATL	VNF-00048	41.4391200	-8.4098450	41.4391715	-8.4097896	7.36	surface
EDP	AZB-00017	39.0676160	-8.8703240	39.0675507	-8.8703104	7.36	surface
GLP	PBL-00039	40.0146180	-8.6003550	40.0146394	-8.6004367	7.35	surface
HRZ	CSC-90012	38.7246600	-9.3339690	38.7246024	-9.3339274	7.35	surface
FCT	STB-00124	38.5404430	-8.8658640	38.5403851	-8.8659048	7.35	surface
EDP	CBR-00125	40.2117700	-8.4224850	40.2118174	-8.4225453	7.35	surface
TRK	CMN-00023	41.8219760	-8.8662720	41.8219100	-8.8662680	7.35	surface
ITV	PLM-00046	38.5680050	-8.8880900	38.5680664	-8.8880591	7.34	surface
EDP	PLM-00064	38.6384400	-8.9128140	38.6384599	-8.9128945	7.33	surface
HLX	STS-00006	41.3320800	-8.4768300	41.3320226	-8.4767870	7.32	surface
HLX	OHP-00018	40.3262800	-7.8420560	40.3262200	-7.8420204	7.32	surface
FCT	EVR-00076	38.5492320	-7.9075146	38.5492950	-7.9075391	7.32	surface
EDP	MDL-90001	41.4876000	-7.1827110	41.4875352	-7.1827265	7.32	surface
PLG	LGS-00008	37.1127800	-8.6759830	37.1127821	-8.6759005	7.32	surface
EML	LSB-01118	38.7151450	-9.1688610	38.7152049	-9.1688958	7.31	underground
EDP	ETR-00033	40.7554470	-8.5353700	40.7554890	-8.5354368	7.31	surface
GLP	VFR-00075	40.9333720	-8.5779150	40.9333069	-8.5779269	7.31	surface
MAK	PTM-00018	37.1390230	-8.5385685	37.1390306	-8.5384867	7.30	underground
EDP	LRS-90006	38.8390500	-9.1590170	38.8391152	-9.1590072	7.30	surface
EDP	VIS-00129	40.6651600	-7.8961240	40.6651618	-7.8962104	7.29	surface
PRI	PNF-00062	41.1674580	-8.3087770	41.1674900	-8.3088529	7.28	surface
GLP	LLE-00207	37.1015620	-8.1299190	37.1015010	-8.1298895	7.27	surface
HRZ	LLE-90023	37.1376650	-8.0176700	37.1376623	-8.0175881	7.27	surface
LOG	LSB-00476	38.7241300	-9.1523500	38.7240912	-9.1522827	7.26	underground
GLP	STR-90009	39.4446260	-8.7364910	39.4445660	-8.7364579	7.25	surface
FCT	CLD-00033	39.4172000	-9.1514750	39.4172156	-9.1515569	7.25	surface
MOT	CBC-00019	41.4794160	-7.9544760	41.4794203	-7.9545627	7.24	surface
GLP	VIS-00069	40.6553270	-7.9266520	40.6552778	-7.9267081	7.23	underground
EDP	VRL-00025	41.2573000	-7.6517270	41.2573622	-7.6517018	7.23	surface
TRK	BRR-00022	38.6533100	-9.0489000	38.6532689	-9.0489645	7.23	surface
TRK	ETZ-00017	38.8448500	-7.5874700	38.8447862	-7.5874543	7.22	surface
HGP	VNG-00148	41.1383000	-8.6209830	41.1382993	-8.6210692	7.22	surface
EDP	GDM-00018	41.1366300	-8.5370380	41.1366331	-8.5369519	7.22	surface
GLP	BCL-00036	41.5385060	-8.6213780	41.5384603	-8.6214395	7.21	surface
HLX	LSB-00710	38.7203830	-9.1505900	38.7203972	-9.1505089	7.21	surface
GLP	STB-00114	38.5127200	-8.8601980	38.5126688	-8.8601474	7.20	surface
ATL	LLE-00169	37.0823170	-8.1200970	37.0823259	-8.1201773	7.19	surface
EDP	CHV-00023	41.6329350	-7.5725790	41.6328719	-7.5725978	7.19	surface
EDP	GMR-00095	41.4485050	-8.3426590	41.4485647	-8.3426920	7.19	surface
ATL	AMD-00119	38.7548900	-9.2169400	38.7549050	-9.2170205	7.18	surface
CEV	BRG-00063	41.5265800	-8.4487670	41.5265888	-8.4488524	7.18	surface
HLX	LGS-00044	37.1137540	-8.6595955	37.1137513	-8.6596763	7.17	surface
GLP	PBL-00030	40.0119630	-8.5998790	40.0119663	-8.5999630	7.16	surface
EDP	PLM-00072	38.5753700	-9.0234820	38.5753071	-9.0234642	7.16	surface
IBD	PRD-00013	41.1830700	-8.4421625	41.1830352	-8.4420905	7.16	surface
ATL	LRS-80010	38.8163340	-9.1568330	38.8163185	-9.1567528	7.16	surface
TRK	BJA-00050	38.0209000	-7.8093150	38.0208524	-7.8092600	7.16	surface
HLX	LSB-00708	38.7203830	-9.1505900	38.7204349	-9.1505413	7.15	surface
HRZ	PLM-00032	38.5829700	-8.8924230	38.5829063	-8.8924342	7.15	surface
GRN	OER-00164	38.7137830	-9.2259700	38.7138037	-9.2260480	7.15	surface
GLP	OER-00295	38.7000120	-9.2313450	38.6999998	-9.2314258	7.14	surface
HEX	GMR-00064	41.4417900	-8.3022460	41.4417709	-8.3021642	7.14	surface
EGR	TVR-00024	37.1389850	-7.6044054	37.1390105	-7.6044793	7.14	surface
EDP	PRT-90086	41.1587330	-8.6317220	41.1586730	-8.6317523	7.14	surface
HLX	LLE-00257	37.0751460	-8.1142900	37.0751028	-8.1143495	7.14	surface
ATL	VNG-00171	41.1292800	-8.6299400	41.1293103	-8.6300151	7.14	surface
REP	CNS-00002	39.4819450	-8.2881500	39.4818848	-8.2881213	7.13	surface
EDP	CCH-00009	38.9559200	-8.5303930	38.9559678	-8.5303380	7.13	surface
EDP	PRT-00084	41.1676940	-8.6268890	41.1677364	-8.6268251	7.13	surface
MOT	ALM-00064	38.6601200	-9.1759400	38.6601062	-9.1758599	7.12	underground
TRK	STS-00035	41.3444500	-8.4802230	41.3444319	-8.4801412	7.12	surface
EDP	LSB-90043	38.7543870	-9.0951690	38.7544369	-9.0951176	7.12	surface
ATL	FAR-80008	37.0122680	-7.9326810	37.0123173	-7.9327321	7.12	surface
ZUN	EPS-00041	41.5685700	-8.7883600	41.5685063	-8.7883675	7.11	surface
EDP	VVC-00005	38.7703300	-7.4156350	38.7702663	-7.4156293	7.10	surface
HRZ	LRS-00046	38.8680000	-9.1076600	38.8679655	-9.1077290	7.10	surface
HGP	VLG-00031	41.2137150	-8.5505070	41.2136978	-8.5504254	7.09	surface
GLP	EVR-90001	38.5761100	-7.9144440	38.5760723	-7.9145097	7.08	surface
ATL	LSB-00652	38.7668300	-9.1730400	38.7667681	-9.1730590	7.08	surface
EDP	LRS-90031	38.7834170	-9.1111830	38.7833752	-9.1111215	7.07	surface
TRK	MTJ-00071	38.7007800	-8.9573920	38.7007634	-8.9574706	7.07	surface
GLP	SSB-00007	38.4425500	-9.0985550	38.4425772	-9.0986283	7.06	surface
VIA	OER-00276	38.7146000	-9.2861150	38.7145533	-9.2860599	7.06	surface
ATL	CNT-80003	40.3462940	-8.5925310	40.3462492	-8.5924720	7.06	surface
FCT	SNT-00158	38.7858160	-9.3403580	38.7857742	-9.3404192	7.05	surface
GLP	CSC-00166	38.7037280	-9.3949720	38.7037535	-9.3950464	7.05	underground
GRN	OER-00159	38.7156700	-9.2404970	38.7156374	-9.2404273	7.05	surface
GLP	LSB-00982	38.7571000	-9.0990020	38.7571630	-9.0989933	7.05	underground
FCT	PTL-00030	41.7841220	-8.6027220	41.7841811	-8.6027526	7.04	surface
PRI	BRG-00018	41.5404930	-8.4325650	41.5405350	-8.4326283	7.04	surface
GLP	LSB-00480	38.6983030	-9.1866390	38.6983577	-9.1866798	7.04	surface
FCT	MTS-00178	41.1842900	-8.6817220	41.1842935	-8.6818059	7.03	surface
MAK	VNG-00050	41.1387300	-8.6095180	41.1387082	-8.6094392	7.03	underground
GLP	LSB-00465	38.7794000	-9.1260230	38.7794304	-9.1260941	7.03	surface
GLP	OER-00069	38.7153930	-9.2262000	38.7153299	-9.2262049	7.03	surface
TRK	BRR-00121	38.6444000	-9.0590000	38.6443697	-9.0590710	7.03	surface
EDP	AZB-00012	39.2203000	-8.9725000	39.2203623	-8.9725134	7.02	surface
EDP	CSC-00027	38.6944100	-9.4234080	38.6943916	-9.4233306	7.02	surface
GLP	VIS-00071	40.6553270	-7.9266520	40.6553214	-7.9267349	7.02	underground
TRK	CSC-00382	38.6960140	-9.4254120	38.6959696	-9.4254695	7.02	surface
FRR	BJA-00065	38.0057600	-7.8534990	38.0058049	-7.8534427	7.02	surface
GLP	LSB-80101	38.7075460	-9.1479080	38.7075392	-9.1479883	7.01	surface
PRI	PRT-00292	41.1790300	-8.6301220	41.1790491	-8.6300423	7.00	surface
TRK	CSC-00452	38.6913300	-9.3588710	38.6913166	-9.3587922	7.00	surface
EDP	LGS-90005	37.1061800	-8.6740580	37.1061319	-8.6740071	7.00	surface
HLX	GMR-00162	41.4592930	-8.2839670	41.4593322	-8.2840327	7.00	surface
GLP	AMT-00033	41.2798300	-8.0825780	41.2797786	-8.0825297	7.00	surface
IOY	PLM-00036	38.5799000	-8.6775970	38.5798946	-8.6776771	6.99	surface
HGP	VLG-00030	41.2137150	-8.5505070	41.2136997	-8.5504260	6.99	surface
ATL	SLV-00012	37.1062970	-8.3594730	37.1062379	-8.3594464	6.98	surface
HRZ	OVR-00008	40.8748700	-8.6350120	40.8749257	-8.6349738	6.98	surface
GLP	LSB-00488	38.7235100	-9.1567240	38.7235387	-9.1566525	6.98	underground
FCT	LSB-01024	38.7577170	-9.1000000	38.7577603	-9.0999418	6.97	surface
PLG	PCV-00002	40.3014260	-8.1669440	40.3014782	-8.1669896	6.97	surface
GRN	OER-00161	38.7018200	-9.2756490	38.7017902	-9.2755783	6.97	surface
ATL	VIS-00104	40.6715400	-7.8882900	40.6715766	-7.8883571	6.97	surface
PRI	CSC-00082	38.6962200	-9.3375410	38.6962611	-9.3374804	6.97	surface
MOT	ALM-00065	38.6601200	-9.1759400	38.6601041	-9.1758624	6.97	underground
EDP	OER-00243	38.7222800	-9.2182160	38.7223397	-9.2181918	6.96	surface
EDP	VIS-00128	40.6651600	-7.8961240	40.6651211	-7.8961886	6.96	surface
TRK	OLH-00011	37.0312700	-7.8477430	37.0312277	-7.8478007	6.95	surface
EVC	MLD-00001	40.3836300	-8.4418780	40.3836203	-8.4417969	6.95	surface
EDP	GDM-00008	41.1418800	-8.5735470	41.1419175	-8.5736134	6.95	underground
KLS	OER-00205	38.7110750	-9.2994730	38.7111066	-9.2995421	6.95	underground
ATL	CSC-00280	38.6954400	-9.4357300	38.6954327	-9.4358095	6.95	surface
TRK	OLH-00024	37.0362300	-7.8308500	37.0362364	-7.8309278	6.94	surface
GLP	MOBI-LSB-00068	38.7572020	-9.1760670	38.7571456	-9.1760327	6.94	surface
TRK	CMN-00014	41.8495940	-8.8620880	41.8496300	-8.8621564	6.94	surface
GLP	LSB-90038	38.7205850	-9.1464720	38.7206351	-9.1465194	6.92	surface
FCT	PTL-00031	41.7841220	-8.6027220	41.7841811	-8.6026957	6.92	surface
EDP	VRM-90001	41.6357230	-8.1379440	41.6356964	-8.1380193	6.92	surface
IOY	BCL-00028	41.6042440	-8.5497640	41.6042801	-8.5496963	6.91	surface
FCT	ALD-00010	40.6050950	-6.9520900	40.6050389	-6.9521252	6.91	surface
HRZ	SNT-00097	38.8077620	-9.3770160	38.8077385	-9.3770898	6.91	surface
ATL	LLE-00163	37.0737570	-8.1183170	37.0737558	-8.1183948	6.90	surface
EDP	VCD-00031	41.2956700	-8.6953370	41.2956086	-8.6953249	6.90	surface
KLS	OER-00201	38.7110750	-9.2994730	38.7110394	-9.2995381	6.90	underground
GLP	ARV-00008	38.9808300	-9.0769470	38.9808503	-9.0768716	6.90	surface
GLP	LSB-00935	38.7294000	-9.1234830	38.7293396	-9.1234649	6.90	surface
GLP	BRR-00152	38.6432760	-9.0600560	38.6432858	-9.0599776	6.90	surface
HRZ	OER-00242	38.7099300	-9.2284700	38.7098717	-9.2284430	6.89	underground
EDP	SMG-00008	39.0474130	-8.6993430	39.0473525	-8.6993603	6.89	surface
EDP	GDL-00064	38.1672130	-8.4922920	38.1672247	-8.4922146	6.89	surface
KLS	FND-00037	40.2035870	-7.4805550	40.2035267	-7.4805364	6.89	surface
TRK	OLH-00026	37.0418800	-7.8298060	37.0419023	-7.8298784	6.89	surface
FCT	ACB-00051	39.5454520	-8.9693960	39.5454006	-8.9693512	6.89	surface
HRZ	FAR-90001	37.0124240	-7.9327470	37.0123624	-7.9327391	6.89	surface
EML	LSB-00356	38.6975800	-9.2255800	38.6975981	-9.2256558	6.88	surface
EDP	VBP-00017	37.0837480	-8.9125820	37.0836895	-8.9125569	6.88	surface
GLP	LRS-00136	38.7924400	-9.1014220	38.7925012	-9.1014329	6.87	surface
EMA	FNC-00048	32.6473600	-16.9031260	32.6473023	-16.9030998	6.87	surface
FCT	SNT-00160	38.7858160	-9.3403580	38.7857705	-9.3403044	6.87	surface
HRZ	VDG-90001	38.2117460	-7.8020890	38.2116845	-7.8020817	6.87	surface
MAK	PRT-00206	41.1474570	-8.6089280	41.1475138	-8.6089600	6.86	underground
FCT	LSB-01026	38.7577170	-9.1000000	38.7576717	-9.0999463	6.86	surface
EDP	VRL-00040	41.2010500	-7.6850240	41.2010142	-7.6850907	6.85	surface
EDP	OER-00124	38.7017800	-9.3050400	38.7018411	-9.3050502	6.85	underground
MOO	SEI-00011	40.4299000	-7.7161660	40.4298960	-7.7162467	6.85	surface
EDP	GDL-00063	38.1675070	-8.4910540	38.1674496	-8.4910822	6.84	surface
HLX	PRT-00254	41.1458200	-8.6242120	41.1458815	-8.6242138	6.84	surface
FCT	MTA-00100	38.6477400	-8.9939320	38.6478013	-8.9939372	6.83	surface
ATL	ELV-80001	38.8773400	-7.1634230	38.8773128	-7.1634937	6.83	surface
GLP	LSB-00698	38.7265470	-9.1555260	38.7265018	-9.1555792	6.82	surface
GLP	LRA-00141	39.7493060	-8.8028380	39.7492824	-8.8027644	6.82	surface
FCT	ACB-00054	39.5454520	-8.9693960	39.5454069	-8.9693422	6.81	surface
GLP	LLE-00208	37.0901100	-8.1275730	37.0901164	-8.1274966	6.81	surface
TRK	BRR-00028	38.6496400	-9.0472580	38.6495990	-9.0473163	6.81	surface
TRK	BRR-00043	38.6614880	-9.0634150	38.6615393	-9.0634579	6.81	surface
REP	VCT-00074	41.7099300	-8.8024100	41.7099867	-8.8024410	6.81	surface
ATL	VNF-00047	41.3961300	-8.3895690	41.3961341	-8.3894876	6.81	surface
GLP	SJM-00051	40.9051130	-8.4946590	40.9051188	-8.4945784	6.80	surface
FCT	SXL-00077	38.5971300	-9.1055380	38.5971822	-9.1055786	6.79	surface
EDP	NZR-00011	39.5983660	-9.0678630	39.5984251	-9.0678433	6.78	surface
HRZ	CMN-00013	41.8786800	-8.8365900	41.8786856	-8.8365085	6.78	surface
CPS	FND-00014	40.1908650	-7.4866480	40.1908724	-7.4865689	6.77	surface
ITV	PLM-00045	38.5679860	-8.8880910	38.5680416	-8.8880594	6.77	surface
HGP	VNG-00149	41.1383000	-8.6209830	41.1382794	-8.6210590	6.76	surface
EDP	VNG-00084	41.1431100	-8.6477800	41.1431268	-8.6478576	6.76	surface
MOT	PRT-00118	41.1523400	-8.6707400	41.1523997	-8.6707551	6.76	underground
EDP	ABF-00190	37.0883750	-8.3190200	37.0883900	-8.3190938	6.76	surface
EMA	PST-00002	33.0594140	-16.3337600	33.0594424	-16.3336960	6.75	surface
SEG	AGH-00007	38.6529120	-27.2239570	38.6529725	-27.2239628	6.75	surface
HRZ	LSB-90530	38.6968420	-9.1931720	38.6968282	-9.1930964	6.74	surface
ATL	VIS-00089	40.6565930	-7.9089680	40.6565916	-7.9088882	6.73	surface
REP	VNG-00100	41.1201360	-8.6268930	41.1201945	-8.6269136	6.73	surface
FCT	SXL-00075	38.5971300	-9.1055380	38.5971564	-9.1054684	6.72	surface
HRZ	PNF-00006	41.2118640	-8.2711230	41.2118073	-8.2711508	6.72	surface
ACC	VRL-00061	41.3244360	-7.6409770	41.3244252	-7.6410561	6.71	surface
HLX	LSB-00709	38.7203830	-9.1505900	38.7204161	-9.1505253	6.71	surface
GLP	SPS-90001	40.7646060	-8.0640780	40.7646443	-8.0640165	6.71	surface
GLP	CVR-00002	37.6943780	-8.0900750	37.6943269	-8.0900346	6.70	surface
HRZ	LSB-00965	38.7828940	-9.0951700	38.7829510	-9.0951450	6.70	surface
TRK	BRR-00120	38.6642000	-9.0794200	38.6642504	-9.0794622	6.70	surface
EDP	LSB-00792	38.7114640	-9.1392650	38.7115204	-9.1392380	6.69	underground
GLP	LSB-00896	38.6933170	-9.2212570	38.6932581	-9.2212728	6.69	underground
TRK	PCV-00004	40.3032600	-8.3214580	40.3033151	-8.3214897	6.69	surface
ITV	PLM-00044	38.5679600	-8.8880850	38.5680168	-8.8880597	6.69	surface
GLP	PRT-00318	41.1485820	-8.6092870	41.1486418	-8.6092952	6.68	underground
GLP	VLG-00056	41.1873740	-8.4589270	41.1874109	-8.4588640	6.68	surface
ATL	NZR-00035	39.5877300	-9.0736410	39.5876984	-9.0735748	6.67	surface
MLT	TVD-00018	39.1020930	-9.2578180	39.1020409	-9.2578562	6.67	surface
MOO	EVR-00026	38.5506060	-7.9118500	38.5506659	-7.9118487	6.66	surface
HRZ	LSB-00679	38.7421500	-9.1460980	38.7421131	-9.1460375	6.66	underground
GLP	LRA-00139	39.7493060	-8.8028380	39.7493266	-8.8027649	6.66	surface
HRZ	VBP-90001	37.0078700	-8.9402350	37.0078452	-8.9403032	6.65	surface
GLP	LSB-00470	38.7600630	-9.1514190	38.7601215	-9.1514029	6.65	surface
LUZ	EVR-00036	38.5649150	-7.9129124	38.5649091	-7.9129884	6.64	surface
HRZ	LSB-90111	38.7582440	-9.1405360	38.7582802	-9.1404751	6.64	surface
FCT	PTL-00022	41.7828030	-8.5866600	41.7828362	-8.5867265	6.64	surface
EDP	VRS-00015	37.1900500	-7.4200960	37.1900266	-7.4201649	6.63	surface
SEG	PVC-00004	37.7731480	-25.3145070	37.7731899	-25.3144533	6.63	surface
TRK	CMN-00019	41.8478400	-8.8660020	41.8478020	-8.8660637	6.63	surface
HRZ	PBL-00016	39.9383300	-8.6280300	39.9383174	-8.6279540	6.63	surface
ATL	LSB-80022	38.7586400	-9.1855110	38.7585996	-9.1854548	6.63	surface
GLP	LLE-00256	37.0780870	-8.1237050	37.0780741	-8.1236322	6.62	surface
GLP	VIS-00070	40.6553270	-7.9266520	40.6552996	-7.9267215	6.61	underground
EDP	LGS-00034	37.1031340	-8.7066620	37.1030792	-8.7066908	6.61	surface
HEX	LSB-00834	38.7479700	-9.1876500	38.7479862	-9.1877233	6.61	surface
ITV	PLM-00043	38.5679360	-8.8880850	38.5679920	-8.8880601	6.59	surface
HRZ	BRG-00103	41.5488360	-8.4223150	41.5488947	-8.4223261	6.59	underground
FCT	ELV-00017	38.8777580	-7.1711540	38.8777938	-7.1712147	6.59	surface
ECI	MTS-00180	41.1960600	-8.6886990	41.1960532	-8.6886208	6.59	surface
REP	CBR-00072	40.2274000	-8.4462290	40.2273938	-8.4461519	6.58	surface
EDP	PLM-00060	38.6361900	-8.9086750	38.6362487	-8.9086847	6.58	surface
PRI	PRT-00359	41.1801300	-8.6348420	41.1801200	-8.6347645	6.58	surface
HRZ	CBR-00036	40.2046130	-8.4076720	40.2046660	-8.4076376	6.58	underground
GLP	ABF-00037	37.0959660	-8.1773740	37.0959289	-8.1773163	6.57	surface
EDP	ALM-00192	38.6463660	-9.1693520	38.6464226	-9.1693735	6.56	surface
MLT	MFR-00024	38.9315760	-9.2562050	38.9315316	-9.2562550	6.56	surface
EDP	VFC-00004	37.7149700	-25.4688420	37.7150247	-25.4688699	6.56	surface
GLP	ODM-90002	37.5251500	-8.7868980	37.5250970	-8.7869305	6.55	surface
IBD	LRS-00137	38.8505900	-9.0755840	38.8505628	-9.0756511	6.55	underground
GLP	VIS-90032	40.6540800	-7.9149800	40.6540222	-7.9149947	6.55	surface
ATL	ETR-00027	40.7699170	-8.5699800	40.7698921	-8.5699096	6.54	surface
EDP	VFR-00091	40.9881970	-8.5380960	40.9882528	-8.5381205	6.54	surface
GLP	CMN-00026	41.7962880	-8.8607770	41.7962699	-8.8608520	6.53	surface
GLP	SXL-00032	38.6324400	-9.1512690	38.6324433	-9.1513441	6.53	surface
REP	VFX-00024	38.9067270	-9.0324820	38.9067760	-9.0324404	6.53	surface
GLP	CMN-00028	41.8712730	-8.8342880	41.8712296	-8.8343410	6.52	surface
CIR	LSB-00271	38.7329300	-9.1446560	38.7328792	-9.1446184	6.52	surface
MOT	OER-00249	38.7088400	-9.2448170	38.7087944	-9.2447698	6.52	surface
GLP	VCT-00022	41.6796100	-8.7670830	41.6796061	-8.7670047	6.52	surface
FCT	ACH-00019	38.7516820	-8.9461120	38.7517122	-8.9460476	6.52	surface
ATL	SSB-00039	38.4894750	-9.1059550	38.4895235	-9.1059970	6.52	surface
GLP	BJA-90005	38.0267400	-7.8675290	38.0267144	-7.8674622	6.51	surface
IBD	GDL-00047	38.2833800	-8.7494800	38.2833215	-8.7494789	6.51	surface
HRZ	MIR-00006	40.4556700	-8.7879240	40.4556415	-8.7878569	6.50	surface
TRK	OLH-00038	37.0515370	-7.7540040	37.0515404	-7.7540771	6.50	surface
GLP	LSB-00348	38.7716520	-9.1252690	38.7717077	-9.1252913	6.49	surface
GLP	SXL-00033	38.6511800	-9.1431630	38.6511232	-9.1431459	6.49	surface
MOT	ALM-00109	38.6404460	-9.2359060	38.6403962	-9.2359449	6.49	surface
PRI	TVD-00050	39.1640000	-9.2764770	39.1640219	-9.2764073	6.48	surface
