CPO	REF	LAT NAP	LON NAP	LAT OSM	LON OSM	DIST (m)	LOCATION
MAK	CVL-00054	40.2808570	-7.5032964	40.2804424	-7.5033231	46.16	underground
EDP	BGC-00014	41.7871300	-6.7811880	41.7874313	-6.7808052	46.15	surface
HRZ	MOBI-PNI-00003	39.3582230	-9.3633120	39.3578782	-9.3630136	46.13	underground
ATL	ENT-00008	39.4749830	-8.4682800	39.4745899	-8.4681086	46.12	surface
GLP	CSC-00411	38.7148200	-9.3449390	38.7149622	-9.3444398	46.11	surface
EDP	ABF-00093	37.1256640	-8.2374260	37.1256472	-8.2369068	46.07	surface
EDP	EVR-00074	38.5539050	-7.9100110	38.5538147	-7.9105280	46.06	surface
MAK	LSB-00738	38.7385900	-9.1526270	38.7382571	-9.1523121	46.00	underground
HLX	BRG-00145	41.5463800	-8.3985110	41.5466224	-8.3980635	45.97	surface
MAK	LSB-01226	38.7153470	-9.1666800	38.7157581	-9.1667311	45.93	underground
HRZ	PRT-00357	41.1640620	-8.5842850	41.1637940	-8.5838681	45.89	underground
MAK	LSB-00170	38.7153470	-9.1666800	38.7157017	-9.1669492	45.84	underground
EDP	CSC-00216	38.6873000	-9.3257000	38.6874858	-9.3261714	45.84	surface
HRZ	STB-00070	38.5347500	-8.8738830	38.5349837	-8.8734491	45.82	surface
GLP	SXL-00060	38.6028560	-9.0608980	38.6025295	-9.0612197	45.82	surface
GLP	PRT-00322	41.1643800	-8.6397800	41.1640989	-8.6393805	45.78	surface
ATL	LNH-00041	39.2503500	-9.3125520	39.2504338	-9.3120316	45.77	surface
ATL	ACN-00010	39.5195270	-8.6862330	39.5199385	-8.6862442	45.77	surface
EDP	VNG-80012	41.0694660	-8.6554750	41.0693575	-8.6560016	45.76	surface
GLP	FND-00028	40.1543540	-7.4975390	40.1547527	-7.4974077	45.72	surface
ATL	PTM-00083	37.1344000	-8.5373740	37.1348042	-8.5372798	45.71	surface
HRZ	VNG-00127	41.0424730	-8.6317230	41.0422313	-8.6321630	45.65	surface
FCT	GRD-00036	40.5346450	-7.2432256	40.5342651	-7.2430220	45.61	surface
REP	LSB-00556	38.7332800	-9.1537800	38.7336866	-9.1538462	45.58	surface
GLP	MTS-00078	41.2091700	-8.6879900	41.2088833	-8.6876008	45.57	underground
EDP	BRG-00105	41.5661350	-8.4402780	41.5658932	-8.4398366	45.51	surface
MAK	LSB-01225	38.7153470	-9.1666800	38.7157515	-9.1667584	45.49	underground
GLP	MOBI-LSB-01376	38.7611960	-9.0980850	38.7612514	-9.0975652	45.49	underground
HRZ	PRT-00350	41.1640620	-8.5842850	41.1636896	-8.5840601	45.49	underground
GLP	MOBI-LSB-00097	38.7572020	-9.1760670	38.7571877	-9.1755430	45.46	underground
GLP	NZR-00038	39.6121330	-9.0632520	39.6125339	-9.0633553	45.45	surface
MAK	CVL-00053	40.2808570	-7.5032964	40.2804483	-7.5032941	45.45	underground
MAK	LSB-00870	38.7098770	-9.1391920	38.7097266	-9.1396789	45.44	underground
MAK	LSB-00171	38.7153470	-9.1666800	38.7157085	-9.1669230	45.39	underground
MAK	CSC-00064	38.7009540	-9.4189540	38.7005492	-9.4188883	45.37	underground
EDP	TMR-00041	39.6043200	-8.4101500	39.6042035	-8.4096428	45.34	underground
HRZ	VLG-00024	41.1968040	-8.5112290	41.1966413	-8.5107322	45.33	surface
GLP	VNG-00198	41.0941050	-8.5510060	41.0945109	-8.5510519	45.30	surface
ATL	SXL-00047	38.6396330	-9.1611680	38.6394804	-9.1606851	45.24	surface
GLP	AZB-00022	39.1227150	-8.9075960	39.1224847	-8.9080277	45.20	surface
EDP	CSC-80015	38.7036670	-9.3982140	38.7037395	-9.3987262	45.17	surface
EDP	VCT-00013	41.7035180	-8.8357880	41.7038778	-8.8355355	45.17	surface
MOO	STC-00007	38.0128500	-8.7083600	38.0128400	-8.7088753	45.16	surface
GLP	TNV-00025	39.4711380	-8.5341690	39.4712984	-8.5336862	45.12	surface
MAK	LSB-01224	38.7153470	-9.1666800	38.7157441	-9.1667856	45.10	underground
MAK	LSB-00172	38.7153470	-9.1666800	38.7157154	-9.1668969	45.08	underground
FCT	LRA-00216	39.7146030	-8.8318400	39.7148593	-8.8314317	45.08	surface
EDP	STR-00052	39.3917300	-8.6384190	39.3920921	-8.6381834	45.07	surface
IBD	STR-00048	39.2572630	-8.6817790	39.2569268	-8.6814869	45.06	surface
MAK	LSB-00737	38.7385900	-9.1526270	38.7382523	-9.1523402	45.04	underground
KLS	ARC-00007	40.9921760	-8.2174300	40.9921649	-8.2168937	45.03	surface
EDP	STB-00021	38.5330280	-8.9096540	38.5332796	-8.9100590	44.99	surface
ATL	CSC-00170	38.7152000	-9.4242550	38.7149767	-9.4246867	44.94	surface
EML	LSB-00621	38.7795900	-9.1580560	38.7795529	-9.1585720	44.92	surface
EDP	LRA-00017	39.7433050	-8.8069300	39.7436453	-8.8072130	44.91	underground
IBD	BRG-00171	41.5473020	-8.4000880	41.5475409	-8.3996530	44.90	surface
MAK	LSB-00173	38.7153470	-9.1666800	38.7157221	-9.1668707	44.87	underground
MAK	LSB-00166	38.7399560	-9.1376240	38.7396106	-9.1378911	44.85	underground
MAK	LSB-00747	38.7153470	-9.1666800	38.7157357	-9.1668179	44.85	underground
ATL	PRT-00334	41.1767430	-8.6168110	41.1770418	-8.6171704	44.82	underground
EDP	VNG-00232	41.1023200	-8.5894130	41.1020452	-8.5898043	44.82	surface
MAK	LSB-00746	38.7153470	-9.1666800	38.7157290	-9.1668444	44.81	underground
MAK	CVL-00052	40.2808570	-7.5032964	40.2804549	-7.5032640	44.80	underground
HRZ	PRT-00324	41.1540220	-8.6006470	41.1541004	-8.6011718	44.79	surface
REP	VIS-00017	40.7168270	-7.8314380	40.7172164	-7.8313078	44.67	surface
ATL	ESP-00014	41.0090000	-8.6450000	41.0093763	-8.6451853	44.64	underground
ATL	PRT-00296	41.1503070	-8.6121230	41.1500032	-8.6124713	44.63	surface
EDP	AMM-00004	41.0987660	-7.6861420	41.0991555	-7.6862699	44.62	surface
EDP	LSB-00939	38.7593770	-9.1584960	38.7596758	-9.1581531	44.59	underground
EDP	PBL-00027	39.9260560	-8.6286130	39.9259005	-8.6281312	44.57	surface
ATL	ODV-00059	38.8139570	-9.1885580	38.8136803	-9.1889300	44.56	surface
EDP	VCD-00010	41.3641360	-8.7472840	41.3639730	-8.7467965	44.54	surface
HRZ	CTB-00030	39.8097000	-7.5247800	39.8095868	-7.5252797	44.50	surface
MAK	LSB-00253	38.7319030	-9.1465640	38.7319845	-9.1470658	44.46	underground
EDP	PRT-00045	41.1462360	-8.6149250	41.1460650	-8.6144453	44.44	underground
ATL	PRT-00293	41.1503070	-8.6121230	41.1500056	-8.6124713	44.43	surface
GLG	MMN-00006	38.6182200	-8.0783990	38.6178868	-8.0786809	44.41	surface
EDP	CSC-00199	38.7019400	-9.4576250	38.7015922	-9.4578763	44.40	underground
EDP	CBR-00133	40.2138440	-8.4359370	40.2135747	-8.4363230	44.40	underground
GLP	PSR-00018	39.2581500	-8.0162390	39.2578419	-8.0165668	44.39	surface
GLP	STR-00071	39.2489700	-8.6940010	39.2487073	-8.6943891	44.39	surface
MAK	CVL-00051	40.2808570	-7.5032964	40.2804602	-7.5032404	44.38	underground
ATL	VNG-00141	41.0459500	-8.5686240	41.0458196	-8.5681241	44.36	surface
KLS	OER-00209	38.7408870	-9.3024370	38.7410973	-9.3028707	44.29	underground
HRZ	CTB-00071	39.8049130	-7.5120470	39.8045276	-7.5121773	44.28	surface
ATL	PRD-00022	41.1840400	-8.4482870	41.1839815	-8.4477640	44.25	surface
MAK	LSB-00736	38.7385900	-9.1526270	38.7382472	-9.1523684	44.23	underground
HRZ	FNC-00083	32.6479300	-16.9141370	32.6475403	-16.9140453	44.18	underground
EDP	SJM-00021	40.8931920	-8.4932220	40.8932985	-8.4927157	44.17	surface
EDP	CBR-00132	40.2138440	-8.4359370	40.2136098	-8.4363572	44.17	underground
HRZ	LRS-00090	38.8514700	-9.0762850	38.8511401	-9.0765687	44.15	surface
GLP	FNC-00082	32.6561970	-16.9004700	32.6558040	-16.9005357	44.13	surface
GLP	PNI-00006	39.3355670	-9.3538290	39.3352727	-9.3534849	44.12	surface
MAK	CVL-00050	40.2808570	-7.5032964	40.2804660	-7.5032105	44.08	underground
EDP	SXL-00017	38.6218870	-9.1338140	38.6222641	-9.1339677	44.01	surface
HRZ	CDN-00005	40.1174600	-8.4969420	40.1174296	-8.4964265	43.96	surface
CPS	SPS-00010	41.1623200	-8.5077660	41.1619250	-8.5077880	43.96	surface
HRZ	VIS-00120	40.6293070	-7.9103956	40.6293984	-7.9109022	43.94	surface
GLP	LSB-00901	38.6933170	-9.2212570	38.6929955	-9.2215509	43.92	underground
EDP	VLG-00028	41.2050550	-8.5472630	41.2046627	-8.5473206	43.89	surface
HRZ	VNF-00067	41.3815570	-8.4966870	41.3813033	-8.4970895	43.86	surface
HRZ	PRT-00351	41.1640620	-8.5842850	41.1636968	-8.5840871	43.86	underground
MAK	CVL-00049	40.2808570	-7.5032964	40.2804721	-7.5031853	43.82	underground
GLP	TND-00022	40.5184900	-8.0907750	40.5184881	-8.0912929	43.78	surface
ATL	LRS-00102	38.8164630	-9.1551930	38.8161422	-9.1554858	43.77	underground
MLT	OER-00045	38.7125170	-9.2425680	38.7127417	-9.2421540	43.76	surface
FCT	LRA-00215	39.7146030	-8.8318400	39.7148827	-8.8314810	43.71	surface
PLG	MLD-00006	40.3370060	-8.4251870	40.3366299	-8.4250381	43.68	surface
IBD	BRG-00058	41.5250000	-8.4184170	41.5252611	-8.4180254	43.65	underground
HRZ	CNT-00032	40.3509180	-8.5864110	40.3505652	-8.5866353	43.59	surface
GLP	ALM-00118	38.6233800	-9.1947990	38.6232941	-9.1943095	43.58	underground
ATL	SNT-00127	38.8070900	-9.3513770	38.8073106	-9.3517927	43.58	surface
MAK	LSB-00735	38.7385900	-9.1526270	38.7382423	-9.1523967	43.52	underground
GLP	OAZ-00022	40.8521700	-8.4777000	40.8524860	-8.4780044	43.48	surface
EDP	SSB-00006	38.4783700	-9.1031270	38.4783565	-9.1036260	43.46	surface
MOT	VLC-00022	40.8400000	-8.3990000	40.8401913	-8.3994500	43.42	surface
EVC	VVD-00002	41.6523780	-8.4343460	41.6526937	-8.4346531	43.40	underground
IBD	CHV-00009	41.7429160	-7.4697360	41.7425493	-7.4695578	43.37	surface
HRZ	MFR-00030	38.9428830	-9.3495680	38.9431333	-9.3499519	43.32	surface
REP	LSB-00555	38.7332800	-9.1537800	38.7336675	-9.1538297	43.30	surface
MAK	LSB-00199	38.7098770	-9.1391920	38.7098810	-9.1396909	43.29	underground
ATL	OVR-00018	40.8660430	-8.6102790	40.8656807	-8.6104653	43.22	surface
EDP	ETR-00011	40.7557100	-8.5351900	40.7553224	-8.5351527	43.21	surface
EDP	PRT-00038	41.1451200	-8.6118500	41.1453660	-8.6114506	43.21	underground
MAK	LSB-00167	38.7399560	-9.1376240	38.7396327	-9.1379003	43.20	underground
EDP	BJA-00022	37.8849070	-8.0377900	37.8845606	-8.0380127	43.19	surface
GLP	MOBI-LSB-01377	38.7611960	-9.0980850	38.7612472	-9.0975916	43.16	underground
EDP	TMR-00040	39.6043200	-8.4101500	39.6042000	-8.4096714	43.12	underground
MOT	VNG-00189	41.1394800	-8.6321000	41.1393015	-8.6316434	43.08	surface
CIR	PRD-00007	41.1852000	-8.4483800	41.1853338	-8.4488628	43.05	surface
EDP	ALJ-00004	41.2810400	-7.4736910	41.2808127	-7.4732746	43.01	surface
ATL	ORM-00018	39.6240460	-8.6622200	39.6240236	-8.6627212	43.00	surface
EDP	GDL-00009	38.1671700	-8.4908700	38.1674956	-8.4911353	43.00	surface
MAK	LSB-00734	38.7385900	-9.1526270	38.7382372	-9.1524244	42.99	underground
EDP	EVR-00014	38.5669750	-7.9155900	38.5667648	-7.9151753	42.97	underground
EDP	VNF-00050	41.4329200	-8.4160560	41.4325482	-8.4159156	42.97	surface
GLP	MOBI-LSB-00096	38.7572020	-9.1760670	38.7571881	-9.1755718	42.97	underground
MAK	LSB-00869	38.7098770	-9.1391920	38.7097325	-9.1396512	42.96	underground
ATL	BRG-00109	41.5462530	-8.4197600	41.5463377	-8.4192564	42.96	underground
GLP	LSB-00672	38.7472300	-9.1636810	38.7475759	-9.1639006	42.92	underground
IBD	LLE-00192	37.0409600	-8.0145210	37.0413366	-8.0146266	42.91	surface
ATL	SVV-00003	40.7246400	-8.3636730	40.7249368	-8.3633478	42.90	surface
MAK	CSC-00065	38.7009540	-9.4189540	38.7005713	-9.4188942	42.87	underground
ATL	VND-00014	38.6750800	-8.4485200	38.6748990	-8.4489560	42.87	surface
GLP	ACB-00038	39.4333760	-8.9788580	39.4331284	-8.9792402	42.84	surface
EDP	LRS-00114	38.7861480	-9.1171500	38.7865331	-9.1171408	42.83	underground
ATL	CLD-00028	39.4259830	-9.1294510	39.4263663	-9.1294023	42.83	surface
ATL	PRT-00218	41.1850660	-8.6082030	41.1848727	-8.6086456	42.82	surface
MAK	BRR-00141	38.6620900	-9.0782300	38.6617197	-9.0783625	42.75	underground
EDP	ORM-00003	39.6349370	-8.6816410	39.6346072	-8.6813848	42.73	surface
MAK	LSB-00247	38.7385900	-9.1526270	38.7382315	-9.1524525	42.64	underground
ATL	LSB-01002	38.7669300	-9.1729100	38.7666061	-9.1731719	42.58	surface
ATL	GMR-00121	41.4477600	-8.2984300	41.4480672	-8.2981254	42.56	surface
EZC	ALM-00126	38.6690750	-9.1655620	38.6694484	-9.1654567	42.51	underground
EDP	CTB-00018	39.8063100	-7.5123830	39.8059824	-7.5121268	42.50	surface
EMA	PST-00008	33.0584200	-16.3366320	33.0587121	-16.3363380	42.49	surface
HRZ	VLG-00029	41.2382740	-8.5319900	41.2379614	-8.5316978	42.49	surface
GLP	LSB-00529	38.7565770	-9.1078510	38.7562029	-9.1077558	42.41	underground
ATL	PSR-00021	39.2678570	-8.0132830	39.2681083	-8.0129129	42.38	surface
MAK	LSB-00246	38.7385900	-9.1526270	38.7382266	-9.1524800	42.37	underground
HLX	OER-00271	38.7048380	-9.3046150	38.7046049	-9.3042290	42.35	underground
CIR	PRD-00006	41.1852000	-8.4483800	41.1853014	-8.4488678	42.35	surface
EDP	PTM-00033	37.1474200	-8.5434110	37.1470556	-8.5432731	42.32	underground
HRZ	PRT-00145	41.1609570	-8.6106230	41.1606425	-8.6109075	42.31	surface
EDP	CTM-00012	37.1806220	-7.4973390	37.1809213	-7.4970441	42.31	surface
GLP	MTS-00077	41.2091700	-8.6879900	41.2088831	-8.6876583	42.28	underground
MLT	LOU-00003	41.2725900	-8.2790520	41.2722634	-8.2793107	42.26	surface
EML	LSB-00622	38.7795900	-9.1580560	38.7795901	-9.1585435	42.26	surface
EDP	SNT-00140	38.7505800	-9.3050560	38.7509579	-9.3051032	42.22	surface
MAK	LSB-00245	38.7385900	-9.1526270	38.7382218	-9.1525083	42.22	underground
HRZ	PRT-00352	41.1640620	-8.5842850	41.1637045	-8.5841157	42.20	underground
GLP	SBA-00010	37.1496500	-7.8938420	37.1494526	-7.8934354	42.20	surface
CPS	CDN-00015	40.1146000	-8.5028570	40.1142389	-8.5030088	42.18	surface
MAK	LSB-00775	38.7319030	-9.1465640	38.7319744	-9.1470397	42.02	underground
GLP	AZB-00032	39.1233560	-8.9077570	39.1236419	-8.9074394	41.97	surface
GLP	MTS-00025	41.2013630	-8.6253540	41.2017044	-8.6255668	41.93	surface
MOO	MOBI-PRT-00089	41.1754100	-8.6463200	41.1756386	-8.6459217	41.92	surface
ATL	VNG-00169	41.1162200	-8.6478800	41.1159836	-8.6474911	41.86	surface
HRZ	PBL-00017	39.8420000	-8.7107490	39.8423585	-8.7108978	41.84	surface
HLX	OER-00056	38.7432500	-9.3068060	38.7434117	-9.3063707	41.82	surface
HRZ	PRT-00323	41.1540220	-8.6006470	41.1541005	-8.6011353	41.80	surface
EDP	LLE-00044	37.0921440	-8.0939470	37.0918273	-8.0941994	41.73	underground
MOA	AMD-00115	38.7610100	-9.2418200	38.7606368	-9.2418704	41.73	underground
MOT	TVD-00060	39.0224760	-9.3199450	39.0228408	-9.3198328	41.71	surface
EDP	BJA-00026	38.0037960	-7.8664360	38.0037959	-7.8659603	41.68	surface
MAK	LSB-00168	38.7399560	-9.1376240	38.7396544	-9.1379092	41.67	underground
ATL	MRA-00005	38.1405600	-7.4450390	38.1401856	-7.4450548	41.65	surface
EDP	PBL-00041	39.9261900	-8.6284990	39.9259001	-8.6281897	41.65	surface
EZC	ALM-00125	38.6690750	-9.1655620	38.6694444	-9.1654851	41.61	underground
EDP	EVR-00015	38.5669750	-7.9155900	38.5667868	-7.9151763	41.61	underground
ATL	CSC-00164	38.7282400	-9.3282700	38.7284428	-9.3278678	41.54	surface
IBD	CSC-00261	38.7041740	-9.4058170	38.7039799	-9.4062260	41.54	underground
GLP	VNF-00055	41.4262000	-8.4334940	41.4258871	-8.4332219	41.54	surface
HRZ	VIS-00046	40.6509930	-7.8862810	40.6506807	-7.8865511	41.53	surface
ATL	ALM-00091	38.6190000	-9.1949300	38.6193733	-9.1949450	41.53	underground
KLS	CLB-00011	40.6260600	-7.4023530	40.6263332	-7.4026880	41.50	underground
GLP	MTS-00056	41.2099880	-8.6874130	41.2097145	-8.6870759	41.47	underground
ATL	AVR-00053	40.6508300	-8.6203340	40.6511844	-8.6201835	41.40	surface
GLP	LLE-00237	37.1355550	-8.0308920	37.1352070	-8.0310579	41.40	surface
EDP	ALM-00043	38.6132740	-9.1892400	38.6129670	-9.1889715	41.35	surface
HRZ	CNT-00033	40.3509180	-8.5864110	40.3505768	-8.5866018	41.24	surface
EDP	STR-00054	39.3917300	-8.6384190	39.3920528	-8.6381828	41.24	surface
GLP	LSB-00528	38.7565770	-9.1078510	38.7562103	-9.1077831	41.20	underground
PLG	AMD-00038	38.7770040	-9.2204220	38.7769752	-9.2199482	41.20	underground
REP	LSB-00554	38.7332800	-9.1537800	38.7336493	-9.1538133	41.17	surface
EDP	PRT-00044	41.1462360	-8.6149250	41.1461064	-8.6144648	41.14	underground
ATL	TVR-00021	37.1233100	-7.6598690	37.1235795	-7.6601869	41.14	surface
MAK	BRR-00140	38.6620900	-9.0782300	38.6617388	-9.0783780	41.11	underground
EDP	LSB-00985	38.7870750	-9.1487580	38.7871650	-9.1482982	41.09	surface
EDP	TVD-00047	39.1002770	-9.2567440	39.1000083	-9.2570700	41.04	surface
EDP	STB-00020	38.5330280	-8.9096540	38.5332786	-8.9100001	41.02	surface
MAK	LSB-00304	38.7098770	-9.1391920	38.7098864	-9.1396644	41.00	underground
GLP	PBL-00028	39.9166000	-8.6222920	39.9165692	-8.6227708	40.98	surface
HRZ	VFX-00018	38.9669500	-8.9823790	38.9665844	-8.9823211	40.96	surface
EDP	TVR-00003	37.1250950	-7.6527860	37.1248320	-7.6531094	40.95	surface
EDP	TMR-00039	39.6043200	-8.4101500	39.6041968	-8.4096997	40.94	underground
EDP	VNG-00091	41.1431100	-8.6477800	41.1432684	-8.6482210	40.91	surface
EDP	AMR-00003	41.6591400	-8.2705800	41.6588849	-8.2709348	40.91	surface
GLP	VFR-00096	40.9308100	-8.5522180	40.9310432	-8.5518419	40.87	surface
EZC	ALM-00124	38.6690750	-9.1655620	38.6694403	-9.1655133	40.84	underground
ATL	ARV-00013	38.9913900	-9.0764700	38.9914819	-9.0769273	40.82	surface
HRZ	VIS-00121	40.6293070	-7.9103956	40.6294248	-7.9108534	40.79	surface
EDP	ABT-00006	39.4753570	-8.1909860	39.4755802	-8.1906088	40.79	surface
MAK	LSB-00920	38.7263600	-9.1511700	38.7266275	-9.1508484	40.78	surface
HRZ	PRT-00356	41.1640620	-8.5842850	41.1638114	-8.5839295	40.77	underground
HRZ	MTA-00010	38.6457800	-8.9941890	38.6460911	-8.9944372	40.76	surface
ATL	VCT-80003	41.6933200	-8.8465680	41.6932942	-8.8460784	40.75	surface
EDP	CSC-00141	38.6920400	-9.4191600	38.6918207	-9.4195362	40.75	surface
EDP	VVD-00012	41.6409450	-8.4353650	41.6407039	-8.4357343	40.75	surface
EDP	LSB-00177	38.7562700	-9.1925560	38.7562126	-9.1930196	40.70	surface
FAC	SCR-00001	32.6537170	-16.8420850	32.6534459	-16.8417936	40.66	underground
MAK	LSB-00921	38.7263600	-9.1511700	38.7266209	-9.1508429	40.58	surface
GLP	STB-00099	38.5393700	-8.8657250	38.5394173	-8.8661875	40.57	surface
GLG	AVR-00040	40.6623000	-8.5925140	40.6619464	-8.5926322	40.56	surface
GLG	GMR-00013	41.4326860	-8.3015910	41.4328183	-8.3020444	40.56	surface
EDP	CBR-00071	40.2244760	-8.4231520	40.2247632	-8.4234462	40.54	underground
EDP	MCN-00011	41.1748300	-8.1510380	41.1751916	-8.1510980	40.52	surface
MAK	LSB-00868	38.7098770	-9.1391920	38.7097382	-9.1396237	40.51	underground
MOT	TVD-00077	39.0932900	-9.2565840	39.0929535	-9.2564048	40.49	surface
EDP	TVR-00008	37.1235240	-7.6456480	37.1231914	-7.6458338	40.49	underground
EDP	LLE-00045	37.0921440	-8.0939470	37.0918272	-8.0941719	40.48	underground
GLP	MOBI-LSB-00095	38.7572020	-9.1760670	38.7571884	-9.1756006	40.47	underground
ATL	SXL-00048	38.6396330	-9.1611680	38.6395057	-9.1607322	40.41	surface
EDP	BRG-00071	41.5603940	-8.4468740	41.5602038	-8.4464607	40.37	surface
GLP	VFX-00098	38.8522220	-9.0744440	38.8518703	-9.0745595	40.37	surface
MAK	CSC-00066	38.7009540	-9.4189540	38.7005935	-9.4189000	40.36	underground
GLG	CBR-00016	40.2507970	-8.4418390	40.2511344	-8.4420133	40.33	surface
MLT	SNT-00022	38.8210530	-9.3691020	38.8208440	-9.3694821	40.30	surface
MAK	LSB-00161	38.7363740	-9.1430400	38.7362331	-9.1434680	40.29	underground
HRZ	CSC-00114	38.7287860	-9.3350830	38.7289397	-9.3355025	40.20	surface
EDP	VIS-00135	40.6348100	-7.9294160	40.6344735	-7.9295892	40.17	surface
EML	LSB-00623	38.7795900	-9.1580560	38.7796282	-9.1585167	40.16	surface
IBD	VNC-00009	41.9191470	-8.7536080	41.9194973	-8.7534900	40.16	surface
GLP	LSB-00527	38.7565770	-9.1078510	38.7562173	-9.1078099	40.16	underground
GLP	VIS-00064	40.3463820	-8.1881170	40.3466756	-8.1883926	40.14	surface
EMT	GRD-00006	40.5411950	-7.2847140	40.5410214	-7.2842977	40.13	surface
ATL	ODV-00043	38.7944530	-9.1675960	38.7948038	-9.1677025	40.08	surface
GLP	VIS-00065	40.3463820	-8.1881170	40.3466740	-8.1883941	40.07	surface
EDP	CSC-00142	38.6920400	-9.4191600	38.6917791	-9.4194782	40.05	surface
FCT	BRG-00162	41.5795300	-8.4305550	41.5797343	-8.4301585	40.05	surface
ATL	LSB-01001	38.7669300	-9.1729100	38.7666261	-9.1731578	40.04	surface
GLP	SNS-00020	37.8543200	-8.7875660	37.8544725	-8.7879790	40.03	surface
GLP	AMD-00111	38.7409200	-9.2247240	38.7412768	-9.2246627	40.03	surface
EDP	PTL-00019	41.7613560	-8.5889310	41.7614717	-8.5893880	40.03	surface
ATL	LRA-00101	39.7610900	-8.8216100	39.7609760	-8.8211663	39.99	surface
GLP	BRR-00158	38.5884360	-9.0212880	38.5885450	-9.0217250	39.87	surface
HRZ	AMD-00102	38.7578700	-9.2305600	38.7576450	-9.2302022	39.86	surface
ATL	MNC-00008	42.0636600	-8.5069100	42.0633181	-8.5067661	39.83	surface
GLP	MTL-00003	37.6435200	-7.6558280	37.6432593	-7.6561376	39.79	surface
REP	LSB-00328	38.7416880	-9.1184470	38.7413312	-9.1184822	39.79	surface
GLP	GDM-00061	41.1537800	-8.5164920	41.1537850	-8.5169667	39.75	surface
MOT	SNT-00042	38.7748680	-9.3412440	38.7749992	-9.3416705	39.75	surface
EDP	EVR-00012	38.5726660	-7.9070760	38.5725559	-7.9066412	39.73	surface
IBD	BCL-00051	41.5323100	-8.6255130	41.5326104	-8.6257713	39.72	surface
MLT	OVR-00004	40.8603800	-8.6246260	40.8604817	-8.6241737	39.68	surface
GLP	GMR-00148	41.4473880	-8.3442220	41.4476866	-8.3444822	39.66	surface
EDP	TVR-00002	37.1250950	-7.6527860	37.1248268	-7.6530807	39.65	surface
GLP	LGS-00041	37.1074400	-8.6817500	37.1072721	-8.6813557	39.64	surface
GLP	BRG-00139	41.5424700	-8.3997970	41.5421503	-8.4000069	39.61	surface
MAK	LSB-00776	38.7319030	-9.1465640	38.7319653	-9.1470136	39.61	underground
EDP	VFR-00015	40.9778900	-8.5368480	40.9775690	-8.5370525	39.61	surface
GLP	LRS-00147	38.8266680	-9.1652780	38.8266493	-9.1648220	39.56	surface
MAK	BRR-00139	38.6620900	-9.0782300	38.6617579	-9.0783931	39.55	underground
GLP	LSB-00900	38.6933170	-9.2212570	38.6930259	-9.2215184	39.53	underground
HRZ	LRS-00051	38.8345500	-9.1561400	38.8342635	-9.1564101	39.52	underground
MAK	LSB-00114	38.7107850	-9.1431950	38.7106316	-9.1436058	39.52	underground
IBD	STR-00057	39.2422140	-8.6967150	39.2424453	-8.6970630	39.49	surface
HRZ	LSB-00606	38.7285500	-9.1473800	38.7283474	-9.1477537	39.48	surface
FCT	ALD-00016	40.6036000	-6.9532000	40.6038847	-6.9529221	39.40	surface
BLU	AMD-00028	38.7795400	-9.2200400	38.7796072	-9.2195939	39.38	underground
EDP	SNT-00112	38.7521600	-9.2835490	38.7519780	-9.2839386	39.38	underground
EDP	VCT-00056	41.7025030	-8.8196130	41.7028509	-8.8195249	39.37	surface
FAC	MCH-00013	32.7243600	-16.8169020	32.7241419	-16.8172333	39.35	surface
GLP	AVR-00093	40.6133540	-8.6555920	40.6134870	-8.6551604	39.32	surface
CPS	MTJ-00126	38.6635400	-8.9569110	38.6632007	-8.9570384	39.32	surface
GLP	MTS-00076	41.2091700	-8.6879900	41.2088829	-8.6877160	39.30	underground
ATL	LSB-00643	38.7041440	-9.1750740	38.7038623	-9.1753474	39.29	underground
FCT	MTJ-00104	38.6830900	-8.9561860	38.6829494	-8.9566013	39.29	surface
GLP	LSB-00526	38.7565770	-9.1078510	38.7562243	-9.1078364	39.24	underground
GLP	TND-00021	40.5184900	-8.0907750	40.5184732	-8.0912386	39.23	surface
GLP	VIS-00066	40.3463820	-8.1881170	40.3466419	-8.1884297	39.21	surface
EDP	MDR-00003	41.4937440	-6.2733990	41.4936325	-6.2729524	39.21	surface
GLP	LRA-00157	39.7627600	-8.8179780	39.7630923	-8.8181311	39.20	surface
GLP	VIS-00067	40.3463820	-8.1881170	40.3466403	-8.1884311	39.16	surface
GLP	OER-00086	38.7023620	-9.3063570	38.7026263	-9.3060588	39.16	surface
GLP	CHM-00006	39.4552540	-8.4001190	39.4550252	-8.3997730	39.11	surface
EDP	LRS-00113	38.7861480	-9.1171500	38.7864982	-9.1171768	39.01	underground
HRZ	CNT-00034	40.3509180	-8.5864110	40.3505886	-8.5865690	39.00	surface
GLP	VRM-00007	41.6366400	-8.1426030	41.6368655	-8.1422436	39.00	surface
CPS	LSB-01325	38.7485050	-9.2073110	38.7481996	-9.2070904	38.98	surface
HRZ	VRL-00015	41.3114780	-7.7242074	41.3117066	-7.7245604	38.93	surface
EDP	PTG-00017	39.2896960	-7.3943360	39.2900250	-7.3944902	38.92	surface
CPS	VCT-00069	41.6600380	-8.7770170	41.6603693	-8.7771663	38.87	surface
ATL	AMT-00041	41.2480430	-8.1751270	41.2477844	-8.1754398	38.87	surface
ATL	ALM-00092	38.6190000	-9.1949300	38.6193483	-9.1948963	38.84	underground
ATL	ESP-00011	41.0020700	-8.6402210	41.0018397	-8.6405687	38.82	surface
