Station ID;OPC;EVSE ID;Connector Type;Charging Mode;Voltage (V);Max Current (A);Calculated Power (W);Claimed Power (W);Power Difference (W)
TRK-CSC-00339;TRK;PT*TRK*E*CSC*00339*01;iec62196T2COMBO;mode4DC;400.0;320.0;128000.0;150000.0;-22000.0
TRK-CSC-00339;TRK;PT*TRK*E*CSC*00339*02;iec62196T2COMBO;mode4DC;400.0;320.0;128000.0;150000.0;-22000.0
TRK-OFR-00008;TRK;PT*TRK*E*OFR*00008*01;iec62196T2COMBO;mode4DC;400.0;320.0;128000.0;150000.0;-22000.0
TRK-OFR-00008;TRK;PT*TRK*E*OFR*00008*02;iec62196T2COMBO;mode4DC;400.0;320.0;128000.0;150000.0;-22000.0
TRK-PCV-00006;TRK;PT*TRK*E*PCV*00006*01;iec62196T2COMBO;mode4DC;400.0;320.0;128000.0;150000.0;-22000.0
TRK-PCV-00006;TRK;PT*TRK*E*PCV*00006*02;iec62196T2COMBO;mode4DC;400.0;320.0;128000.0;150000.0;-22000.0
GLG-AVR-00039;GLG;PT*GLG*EAVR*00039*01;iec62196T2COMBO;mode4DC;500.0;200.0;100000.0;120000.0;-20000.0
GLG-BRG-00080;GLG;PT*GLG*EBRG*00080*01;iec62196T2COMBO;mode4DC;500.0;200.0;100000.0;120000.0;-20000.0
GLG-VLG-00017;GLG;PT*GLG*EVLG*00017*01;iec62196T2COMBO;mode4DC;500.0;200.0;100000.0;120000.0;-20000.0
GLG-VNG-00082;GLG;PT*GLG*EVNG*00082*01;iec62196T2COMBO;mode4DC;500.0;200.0;100000.0;120000.0;-20000.0
GLP-ABF-00061;GLP;PT*GLP*EABF*00061*02;iec62196T2COMBO;mode4DC;500.0;200.0;100000.0;120000.0;-20000.0
GLP-PRT-00098;GLP;PT*GLP*EPRT*00098*03;iec62196T2;mode3AC3p;400.0;32.0;23000.0;43000.0;-20000.0
GLP-PRT-00099;GLP;PT*GLP*EPRT*00099*03;iec62196T2;mode3AC3p;400.0;32.0;23000.0;43000.0;-20000.0
GLP-VFR-00075;GLP;PT*GLP*EVFR*00075*03;iec62196T2;mode3AC3p;400.0;32.0;23000.0;43000.0;-20000.0
GLP-VNG-00162;GLP;PT*GLP*EVNG*00162*01;iec62196T2COMBO;mode4DC;500.0;200.0;100000.0;120000.0;-20000.0
PLG-TMR-00007;PLG;PT*PLG*E*TMR*00007*01;iec62196T2COMBO;mode4DC;500.0;60.0;30000.0;50000.0;-20000.0
REP-LOU-00010;REP;PT*REP*E16751*3;iec62196T2;mode3AC3p;230.0;32.0;23000.0;43000.0;-20000.0
REP-MTS-00182;REP;PT*REP*E16723*3;chademo;mode3AC3p;230.0;32.0;23000.0;43000.0;-20000.0
REP-ODM-00005;REP;PT*REP*E*ODM*00005*03;iec62196T2;mode3AC3p;230.0;32.0;23000.0;43000.0;-20000.0
REP-PRD-00046;REP;PT*REP*E18313*1;iec62196T2COMBO;mode4DC;400.0;250.0;100000.0;120000.0;-20000.0
REP-PRD-00046;REP;PT*REP*E18313*2;iec62196T2COMBO;mode4DC;400.0;250.0;100000.0;120000.0;-20000.0
REP-PRT-00333;REP;PT*REP*E*PRT*00333*02;iec62196T2COMBO;mode4DC;400.0;250.0;100000.0;120000.0;-20000.0
REP-VNG-00101;REP;PT*REP*E*VNG*00101*03;iec62196T2;mode3AC3p;230.0;32.0;23000.0;43000.0;-20000.0
LCG-LLE-00058;LCG;PT*LCG*E*LLE*00058*01;chademo;mode4DC;500.0;63.0;31500.0;50000.0;-18500.0
LCG-LLE-00058;LCG;PT*LCG*E*LLE*00058*02;iec62196T2COMBO;mode4DC;500.0;63.0;31500.0;50000.0;-18500.0
VEI-MMN-00004;VEI;PT*VEI*E*MMN*00004*01;iec62196T2COMBO;mode4DC;500.0;63.0;31500.0;50000.0;-18500.0
VEI-MMN-00004;VEI;PT*VEI*E*MMN*00004*02;chademo;mode4DC;500.0;63.0;31500.0;50000.0;-18500.0
HRZ-CSC-00103;HRZ;PT*HRZ*E*CSC*00103*06;iec62196T2COMBO;mode4DC;500.0;125.0;62500.0;80000.0;-17500.0
VIS-VIS-00021;VIS;PT*VIS*E*VIS*00021*01;chademo;mode4DC;500.0;87.0;43500.0;60000.0;-16500.0
VIS-VIS-00021;VIS;PT*VIS*E*VIS*00021*02;iec62196T2COMBO;mode4DC;500.0;87.0;43500.0;60000.0;-16500.0
VIS-VIS-00022;VIS;PT*VIS*E*VIS*00022*01;chademo;mode4DC;500.0;87.0;43500.0;60000.0;-16500.0
VIS-VIS-00022;VIS;PT*VIS*E*VIS*00022*02;iec62196T2COMBO;mode4DC;500.0;87.0;43500.0;60000.0;-16500.0
EDP-BRG-00143;EDP;PT*EDP*EBRG*00143*3;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
EDP-ETZ-90001;EDP;PT*EDP*E*ETZ*90001*01;iec62196T2;mode2AC1p;240.0;32.0;7700.0;22000.0;-14300.0
EDP-PNF-00063;EDP;PT*EDP*EPNF*00063*3;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-ALM-00100;GLP;PT*GLP*EALM*00100*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-ALM-00101;GLP;PT*GLP*EALM*00101*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-AMD-00109;GLP;PT*GLP*EAMD*00109*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-AVR-00093;GLP;PT*GLP*EAVR*00093*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-BRG-00139;GLP;PT*GLP*EBRG*00139*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-BRG-00140;GLP;PT*GLP*EBRG*00140*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-BRR-00152;GLP;PT*GLP*EBRR*00152*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-BRR-00154;GLP;PT*GLP*EBRR*00154*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-CLD-00039;GLP;PT*GLP*ECLD*00039*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-CLD-00040;GLP;PT*GLP*ECLD*00040*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-CSC-00411;GLP;PT*GLP*ECSC*00411*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-CSC-00415;GLP;PT*GLP*ECSC*00415*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-CSC-00416;GLP;PT*GLP*ECSC*00416*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-CSC-00417;GLP;PT*GLP*ECSC*00417*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-CTB-00060;GLP;PT*GLP*ECTB*00060*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
